CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,S3P1,S3P1_2,S3P2,S3P2_ES,S3P3,S3P4_1,S3P4_2,S3P4_3,S3P4_4,S3P4_5,S3P4_6,S3P4_7,S3P5,S3P5_ES,S3P6,S3P7,S3P7_1_1,S3P7_1_2,S3P7_1_3,S3P7_1_4,S3P7_1_5,S3P7_2_1,S3P7_2_2,S3P7_2_3,S3P7_2_4,S3P7_2_5,S3P8,S3P9,S3P10,S3P11_ES,S3P12_C,S3P12_ES,S3P13_ES,S3P14_C,S3P14_ES,S3P15,S4P1_1,S4P1_2,S4P1_3,S4P1_4,S4P1_5,S4P1_6,S4P1_7,S4P1_8,S4P1_1_1A,S4P1_1_2A,S4P1_1_3A,S4P1_1_4A,S4P1_1_5A,S4P1_1_6A,S4P1_1_7A,S4P1_1_8A,S4P1_1_ESA,S4P1_1_1B,S4P1_1_2B,S4P1_1_3B,S4P1_1_4B,S4P1_1_5B,S4P1_1_6B,S4P1_1_7B,S4P1_1_8B,S4P1_1_ESB,S4P1_1_1C,S4P1_1_2C,S4P1_1_3C,S4P1_1_4C,S4P1_1_5C,S4P1_1_6C,S4P1_1_7C,S4P1_1_8C,S4P1_1_ESC,S4P1_2_1,S4P1_2_2,S4P1_2_3,S4P1_2_4,S4P1_2_5,S4P1_2_6,S4P1_2_7,S4P2_1,S4P2_2,S4P2_3,S4P2_4,S4P2_5,S4P2_6,S4P2_7,S4P2_8,S4P3_1,S4P3_2,S4P3_3,S4P3_4,S4P3_5,S4P3_6,S4P3_7,S4P3_8,S4P3_9,S4P4,S4P4_1,S4P4_2,S4P4_3,S4P4_4,S4P5,S4P5_1,S4P5_2,S4P5_3,S4P5_4,S4P6,S4P6_1,S4P6_2,S4P6_3,S4P6_4,S4P6_5,S4P7,S4P7_1,S4P7_2,S4P7_3,S4P7_4,S4P7_5,S4P8,S4P8_1_1,S4P8_1_2,S4P8_1_ES,S4P9,S4P10,S4P10_1,S4P11_1,S4P11_2,S4P11_3,S4P11_4,S4P11_5,S4P11_6,S4P11_7,S4P11_8,S4P11_9,S4P11_10,S4P11_11,S4P11_12,S4P11_13,S4P11_14,S4P11_15,S4P11_16,S4P11_17,S4P11_ES,S4P12_1,S4P12_2,S4P12_3,S4P12_4,S4P12_5,S4P12_6,S4P12_7,S4P12_8,S4P12_9,S4P12_10,S4P12_1_1,S4P12_1_2,S4P12_1_3,S4P12_1_4,S4P12_1_5,S4P12_1_6,S4P12_1_7,S4P12_1_8,S4P12_1_9,S4P12_1_10,S4P12_1_ES,S4P12_2_1,S4P12_2_2,S4P12_2_3,S4P12_2_4,S4P12_2_5,S4P12_2_6,S4P12_2_7,S4P12_2_8,S4P12_2_ES,S4P13_1,S4P13_2,S4P13_3,S4P14_1,S4P14_2,S4P14_3,S4P14_4,S4P14_5,S4P14_6,S4P14_7,S4P14_8,S4P14_9,S4P14_10,S4P14_11,S4P14_12,S4P14_13,S4P14_14,S4P14_15,S4P14_16,S4P14_17,S4P15_1,S4P15_2,S4P15_3,S4P15_4,S4P15_5,S4P15_6,S4P15_7,S4P15_8,S4P15_9,S4P15_10,S4P15_11,S4P15_12,S4P15_13,S4P15_14,S4P15_15,S4P16_1,S4P16_2,S4P16_3,S4P16_4,S4P16_5,S4P16_6,S4P16_7,S4P17_1,S4P17_2,S4P17_3,S4P17_4,S4P17_5,S4P17_6,S4P17_7,S4P17_8,S4P17_9,S4P17_10,S4P17_11,S4P17_12,S4P17_13,S4P17_14,FAC
ww,1117,	01,40018,3,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,"SURTIR MERCANCIA, REALIZAR INVENTARIO Y ACOMODAR",42,ENCARADO DE TIENDA DE ROPA,ROPA Y CALZADO ZONA OUTLET,46,VENTA Y COMPRA DE ROPA Y CALZADO PARA CABALLERO EN UN LOCAL,2,2,1,2,2,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,4,2,2,5,3,2,4,6,1,,,,5,1,,4,,,,,,,6,36,12,18,6,,,,,,,,1,2,,,1,1,12,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,3,3,3,3,3,5,7,7,10,10,10,7,3,10,2,5,5,8,8,4,3,4,2,2,4,2,4,4,4,4,4,3,3,2,1,1,1,2,2,1,1,3,1,2,3,2,2,3,3,2,2,2,2,1,2,5072
33,1117,	06,40352,1,1,	03,4,3,,,,,,,,,,,1,,18,1,2,2,2,2,1,,,,,,1,,1,AYUANTE EN REMODELACION DE CASA EN GENERAL,92,AYUDANTE GENERAL,MATEIMIENTO DE VIVIENDAS SIN NOMBRE,23,A DAR MANTENIMIENTO EN GENREAL VIVIENDAS PARTICULARES Y EMPRESAS,2,3,3,3,4,4,4,3,2,,,,,,,,,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,1,1,2,2,2,1,3,3,3,2,3,3,3,3,3,2,6,1,4,5,,,,14,1,2,11,,,,,,,,,,,,,,,,,,,1,1,,,1,1,42,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,,,,,,,,,,,1,5,1,3,9,9,8,6,9,9,9,7,7,6,9,9,5,5,8,8,3,3,3,3,2,2,3,3,3,3,3,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,3252
33,1117,	06,40352,2,1,	02,7,5,5531,ARQUITECTURA,3,1,1,1,1,1,2,1,1,,22,2,,,,,,1,1,1,1,2,1,,1,DIRIJIR UNA OBRA EN CONSTRUCCION,22,ARQUIRTECTA,PERSONA PARTICULAR SIN NOMBRE,23,A BRINDAR SUS SERVIOS A EMPRESAS PARTICULAS DE CONSTRUCCION,2,3,3,2,1,3,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,2,4,3,2,2,2,4,1,3,5,4,2,1,6,3,,,,,,,,,10,7,3,,,,,,,,,,,,,,,1,1,,,1,1,42,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,ARQUITECTURA Y ARQUEOLOGIA,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,,1,1,1,7,8,7,8,9,9,9,9,8,7,9,9,9,7,8,9,9,2,3,4,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2168
33,1117,	06,40352,4,1,	02,7,1,5335,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,3,2,1,2,1,1,2,2,2,,20,1,1,1,1,2,1,,,,,,4,5,,,,,,,,,2,2,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,3,4,3,4,3,3,2,5,3,6,2,4,1,,,,5,3,,2,,3,,,3,,,,,,,,,,,,,,1,1,3,,1,1,21,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,,1,1,2,2,2,2,2,1,1,1,,,,,,,,,,,,2,2,2,2,2,2,1,2,,1,3,3,9,10,8,8,9,9,9,9,10,9,8,10,10,9,10,8,8,2,2,2,2,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,1,2,4,4,2,2,2,2,2,2,2168
33,1117,	06,40352,3,1,	02,6,2,2225,OLISTICA,2,,,,,,,,2,,21,2,,,,,,2,2,2,2,2,1,,4,DAR MASAJESV A TODO EL Q LO REQUIEREA,52,TERAPEUTA O9LISTICA,CENTRO DE MASAJES,62,DAR MASAJES Y TERAPIAS EOCIONALES,2,3,3,2,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,4,1,1,1,3,1,1,5,1,2,6,4,3,,,,,,,,,,,,,,,,,,,,7,42,1,,,41,1,1,,,1,1,21,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,,,,,,,,,,,1,1,1,4,4,2,10,4,4,7,7,7,7,8,10,7,9,5,10,10,3,3,4,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2168
33,1117,	06,40383,5,1,	01,8,2,6335,EVALUACION DE PROYECTOS,4,2,1,2,1,1,2,2,2,,28,2,,,,,,1,1,2,1,2,1,,1,REGISTRO Y ACEPTACION DEL CONTROL ADIMISTRATIVO DE LAS ESCULAS DEL MUNICIPIO DE COLIMA,15,RESPONSABLE DE CONTROL ESCOLAR,SEP COLIMA,61,A BRINDAR SERVICIOS EDUCATIVOS A NIVEL BASICO EN EL ESTADO DE COLIMA,3,4,2,2,1,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,1,3,2,2,1,1,4,3,1,5,4,3,2,6,1,,,,10,5,2,3,,3,3,,,,,,,,,,,,,,,,1,1,2,,1,1,40,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,EDUCACION,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,,,,,,,,,,,1,2,1,6,8,5,5,6,5,8,8,8,7,5,9,9,8,7,8,9,2,3,4,4,1,1,3,3,2,3,3,1,3,2,3,1,2,2,3,3,2,2,1,1,2,2,2,2,3,2,2,1,1,2,1,1,1900
33,1117,	06,40383,4,1,	02,4,1,,,,,,,,,,,1,,20,2,,,,,,1,1,1,1,1,1,,4,"PEGAR LADRILLO, HACER BARDAS Y TODO DE ALBAÑILERIA",71,ALBAÑIL,PARTICULAR,23,A LA CONSTRUCCION DE CASAS,2,2,3,3,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,4,3,4,3,3,3,3,5,4,1,2,3,6,,,,21,4,,17,,48,6,,42,,2,2,,1,1,,,,,,,,2,,,,1,1,7,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,5,8,5,8,7,7,6,8,6,6,5,8,8,5,5,7,9,3,2,4,3,3,2,2,3,4,4,4,2,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2850
33,1117,	06,40383,2,1,	03,4,3,,,,,,,,,,,1,,19,2,,,,,,1,2,2,1,1,1,,4,CORTE DE MILPA,61,AGRICULTOR,RANCHO TICUIZITAN,11,SIEMBRA Y COSECHA DE MILPA Y CALABAZA,2,3,3,2,1,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,1,3,3,3,3,3,3,3,2,4,5,6,2,3,1,,,,5,2,1,2,,3,1,1,1,,,,,,,,,,,,,,2,,,,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,2,4,4,7,8,5,11,11,11,9,9,10,10,5,10,9,1,6,10,10,2,3,4,3,2,2,2,2,3,3,4,2,2,2,2,1,1,1,2,2,2,2,2,3,2,3,3,2,2,3,3,3,1,1,2,1,2850
33,1117,	06,40383,3,1,	02,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,3,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,,,,,,,,2,3,4,4,4,4,4,4,2,1,3,6,5,4,,,,15,,,15,,,,,,,5,1,,1,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,,2,4,4,5,5,5,8,6,5,8,7,7,9,8,9,7,5,10,6,7,2,5,4,4,4,4,4,4,2,3,4,4,4,5,4,5,5,5,5,5,5,5,3,3,4,2,2,4,4,4,4,4,4,2,4,4,1900
33,1117,	06,40383,1,1,	01,2,6,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,2,4,4,4,4,4,3,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,,,,,,,,3,3,4,4,4,4,3,4,4,5,3,1,2,6,,,,7,,,7,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,1,5,5,8,5,8,11,5,7,7,11,10,6,11,11,6,11,8,7,4,4,5,3,3,3,1,4,2,1,4,2,3,2,2,2,2,2,3,3,3,4,2,3,2,3,2,2,3,3,4,4,4,1,4,2,1900
33,1117,	06,40400,1,1,	02,4,3,,,,,,,,,,,2,,18,2,,,,,,2,2,2,2,2,5,5,,,,,,,,,3,4,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,5,6,3,1,4,,,,17,3,,14,,,,,,,,,,,,,2,12,,,12,,2,,,,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,2,2,11,8,7,9,8,5,6,8,9,9,9,10,10,8,3,9,9,2,2,3,2,2,1,2,3,3,3,3,2,3,2,2,2,1,1,2,4,4,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,1930
33,1117,	06,40400,5,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,PLANCHAR ROPA MANUALMENTE EN UNA LAVANDERIA,96,PLANCHADORA DE ROPA,LAVANDERIA NO RECUERDA NOMBRE,81,LAVAR Y PLANCHAR ROPA DE QUIEN LO SOLICITE,2,3,3,2,2,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,2,2,3,3,3,4,4,3,4,4,5,6,2,3,1,,,,7,2,,5,,,,,,,,,,,,,,,,,,,1,1,,,1,1,8,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,,1,1,1,5,6,1,11,8,11,8,7,7,7,6,10,9,7,8,8,10,3,2,4,3,2,2,2,3,2,2,4,2,5,2,2,2,5,2,2,2,2,2,1,1,1,1,1,1,1,2,4,3,4,1,1,3,1930
33,1117,	06,40400,3,1,	01,7,4,5128,LICENCIADA EN EDUCACION ESPÉCIAL,3,1,1,2,2,1,1,2,1,,21,2,,,,,,2,1,1,2,2,1,,1,ORIENTACION A ALUMNOS DE NIVEL PRESCOLAR,23,DOCENTE,SECRETARIA DE EDUCACION PUBLICA,61,A LA EDUCACION EN TODOS LOS NIVELES,1,1,4,1,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,4,2,4,2,2,1,2,4,5,3,2,6,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,,1,1,14,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,3,1,11,10,5,8,8,8,10,10,10,10,7,8,10,7,1,10,10,3,4,4,2,1,1,2,2,1,4,4,1,1,2,1,1,1,1,1,2,2,2,1,1,1,3,2,2,3,2,2,3,1,2,2,3,1930
33,1117,	06,40400,2,1,	01,2,1,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,4,4,4,4,2,4,2,4,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,3,2,4,6,1,,,,7,,,7,,6,1,,5,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,2,1,2,1,2,2,2,,5,5,5,1,10,5,1,11,8,11,11,8,8,10,10,10,11,11,11,11,3,3,3,2,2,2,3,3,5,4,4,2,4,2,2,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1930
33,1117,	06,40418,2,1,	01,7,3,5335,ADMINISTRACION SERVICIOS Y OPERACIONES,3,1,1,2,1,1,2,2,1,,47,2,,,,,,2,2,1,2,2,1,,1,COORDINA AL PERSONAL DE UN SUCURSAL DE VENTA DE TELEFONIA MOVIL,17,JEFA DE SUCURSAL,MAS CELULAR,46,VENTA DE TELEFONIA MOVIL,2,2,4,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,3,4,3,4,3,3,3,3,5,3,6,1,4,2,,,,7,1,,6,,2,,2,,,,,,,,,,,,,,,2,,,,1,1,21,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,1,2,2,1,2,2,2,2,,1,2,2,11,8,8,7,4,8,7,8,9,9,6,10,9,8,6,8,9,4,4,4,3,2,1,1,2,2,4,4,2,2,2,2,2,2,2,5,4,5,3,2,3,2,2,2,1,3,4,4,4,3,2,2,3,981
33,1117,	06,40418,5,1,	01,4,3,,,,,,,,,,,2,,23,2,,,,,,1,2,2,1,1,1,,1,REPARTIR TORTILLAS A LAS TIENDAS DE ABARROTES EN UNA MOTO,83,REPARTIDORA DE TORTILLAS,TORTILLERIA GUADALUPANA,31,A LA FABRICACION Y VENTA DE TORTILLAS DE MAIZ,3,1,4,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,4,2,6,5,3,1,,,,7,,2,5,,4,,,4,,2,2,,1,1,,,,,,,,2,,,,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,2,2,2,2,2,2,1,2,,2,2,2,8,8,8,9,9,8,9,9,9,9,9,10,9,8,8,8,8,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,981
33,1117,	06,40418,1,1,	01,4,3,,,,,,,,,,,1,,20,2,,,,,,2,2,1,1,1,1,,1,SUPERVISAR EL TRABAJO DE LLOS VENDEDORES,14,GERENTE DE VENTAS,SEARS,46,VENTA DE LINEA BLANCA ROPA ETC. EN TIENDA DEPARTAMENTAL,2,2,4,2,4,2,2,2,1,,,,,,,,,,2,2,2,2,1,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,2,2,3,4,2,2,2,1,6,4,2,1,5,3,,,,7,3,,4,,,,,,,,,,,,,,,,,,,1,2,,,1,1,60,2,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,,,,,,,,,,,1,1,1,3,6,4,8,8,5,7,7,9,9,6,10,8,9,4,9,9,4,3,4,3,2,2,2,2,2,4,4,2,3,3,2,2,1,1,1,4,2,2,3,2,2,3,2,1,1,1,4,2,4,1,2,2,981
33,1117,	06,40418,4,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,ACOMODAR MERCANCIAS Y LLEVAR PEDIDOS,42,EMPLEADO DE PAPELERIA,PAPELERIA MULTISEVICIOS EMPRESARIALES,46,VENTA DE PRODUCTOS DE PAPELERIA Y OFICINA,2,3,3,3,4,3,3,3,3,,,,,,,,,,1,2,2,2,2,2,2,2,,,,,,,,,,,1,1,2,1,1,1,2,2,3,3,3,3,3,2,3,1,2,6,3,4,5,,,,12,4,,8,,30,3,,27,,3,2,,1,1,,,,,,,,1,1,2,,1,1,42,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,,1,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,3,3,2,6,9,6,8,8,7,9,9,10,9,8,10,10,8,8,8,9,2,2,4,2,2,2,2,3,3,3,4,2,1,2,2,2,2,2,2,3,4,4,2,2,1,1,1,2,2,4,4,2,4,2,2,4,1962
19,1117,	07,40001,1,1,	03,9,2,7516,INGENIERIA DEL MEDIO AMBIENTE,4,1,1,2,1,1,2,1,1,,30,2,,,,,,1,1,1,1,1,1,,1,SUPERVISAR OBRAS,16,COORDINARO DE OBRA CIVIL,DIRECCION DE OBRA,54,A SUPERVISAR LA CALIDAD Y BUENA EJECUCION DE LAS OBRAS  CIVILES,2,2,2,3,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,2,2,3,3,3,1,2,5,4,1,2,6,3,,,,15,5,6,2,2,8,2,1,3,2,3,6,2,2,1,1,2,4,2,1,1,,1,1,2,,1,1,16,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,OBRAS CIVILES DE OTRO PAISES,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,,1,1,1,8,9,8,9,9,9,10,10,9,9,8,9,9,8,9,10,10,2,3,3,2,1,1,2,2,2,2,3,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,7353
19,1117,	07,40001,2,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,"COBRA A LOS CLIENTES, RELIAZA LAS COMPRAS DE LOS INGREDIENTES PARA BOTANAS, ATIENDE A PROVEDORES",14,PROPIETARIA DE BAR,BAR LA COSTEÑITA,72,A LA VENTA DE BEBIDAS ALCOHOLICAS Y ALIMENTOS EN LOCAL,2,3,3,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,4,4,4,3,3,3,4,2,5,3,1,6,,,,7,4,,3,,,,,,,,,,,,,,,,,,,1,1,,,1,1,7,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,,2,2,2,7,7,7,8,7,10,10,10,10,8,8,10,10,8,8,10,10,2,2,3,5,2,3,3,3,2,2,3,2,2,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,3,3,2451
19,1117,	07,40001,5,1,	02,7,3,5335,INGENIERIA EN GESTION EMPRESARIAL,3,1,1,2,2,1,2,1,1,,21,1,2,1,1,2,1,,,,,,1,,1,"ATENCION A LOS CLIENTES, SERVIR LOS ALIMENTOS EN UN RESTAURANTE",51,MESERO DE RESTAURANTE,RESTAURANTE AGUASHILES,72,A LA PREPARACION DE ALIMENTOS Y VENTA DE BEBIDAS AL PUBLICO EN GENERAL,2,2,4,1,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,3,3,3,3,2,1,2,6,5,2,1,4,3,,,,14,4,4,5,1,4,1,1,1,1,,,,,,,,,,,,,1,1,3,,1,1,56,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,,1,1,1,8,9,8,8,8,7,9,9,9,9,10,8,7,6,5,8,8,3,2,3,2,2,1,1,2,2,3,3,2,2,2,2,2,2,2,4,4,2,2,1,1,1,1,1,1,2,2,3,3,1,1,1,1,7353
19,1117,	07,40006,2,1,	01,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,REPARACION Y ELABORACION DE MUEBLES CON HERRAMIENTAS EN SU CASA,73,CARPINTERO,CARPINTERIA SIN NOMBRE,33,A LA REPARACION Y ELABORACION DE MUEBLES DE MADERA,2,3,4,3,4,3,3,1,4,,,,,,,,,,2,2,2,2,1,2,2,2,,,,,,,,,,,2,2,1,1,1,1,2,3,3,3,3,3,3,1,4,1,2,6,5,3,4,,,,4,2,,2,,84,28,,56,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,,2,2,2,7,8,7,8,8,7,8,8,7,8,8,8,9,5,8,7,8,2,2,3,3,1,1,3,1,3,3,3,1,2,2,4,2,3,1,2,3,3,3,2,2,1,2,2,2,2,2,2,3,2,2,2,2,4460
19,1117,	07,40006,1,1,	01,7,5,5334,CONTADURIA PUBLICA,3,1,1,2,1,1,2,2,1,,22,2,,,,,,2,2,2,1,2,1,,1,"ELABORAR SOLICITUDES DE PAGO, CONTRATO EN UNA DEPENDENCIA DE GOBIERNO",15,JEFE DEL AREA ADMINISTRATIVA,SECRETARIA DE EDUCACION PUBLICA,93,A LOS SERVICIOS EDUCATICOS EN DIFERENTES NIVELES DE ESCOLARIDAD,2,2,3,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,2,3,3,2,3,2,2,2,3,6,4,2,1,5,,,,2,1,,1,,5,3,,2,,,,,,,,1,8,2,1,3,2,1,1,2,,1,1,30,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,8,9,8,9,7,8,9,9,8,10,9,10,10,8,9,10,10,4,3,4,2,1,2,1,2,2,2,3,2,1,1,2,2,1,2,3,2,2,2,1,1,1,2,1,1,2,2,2,3,1,1,2,2,8920
19,1117,	07,40006,5,1,	03,2,6,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,4,4,4,4,4,4,3,4,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,2,,,,,,,,,4,4,4,4,4,4,3,4,2,3,5,6,1,4,,,,5,,,5,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,2,2,2,1,2,2,1,TIENE DIFICULTADES PARA CAMINAR POR ESO YA NO SALE,5,5,5,9,10,9,11,9,9,9,9,9,11,11,10,10,11,10,9,9,2,2,4,5,2,2,2,2,2,2,4,1,2,5,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,4,4,4,2,2,3,3,8920
19,1117,	07,40006,3,1,	02,7,2,5315,LIC. EN TRABAJO SOCIAL,3,1,1,1,1,1,2,2,2,,39,2,,,,,,1,1,1,2,2,5,5,,,,,,,,,3,3,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,3,4,4,4,4,3,3,5,6,3,1,2,4,,,,10,5,1,4,,10,5,,5,,,,,,,,,,,,,,1,1,,,1,1,35,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,,1,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,2,2,2,2,1,2,2,2,,1,1,1,1,8,5,8,5,5,8,8,5,9,8,9,8,2,8,9,9,4,3,4,3,2,2,2,2,2,3,4,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,1,2,2,4460
