CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
31,1117,20,40100,2,1,"	06","	072","	00385",4,1,70,20,9,1947,2,4,,1,,"	01",1823,7292
31,1117,20,40100,2,1,"	07","	072","	00385",4,2,69,20,10,1948,2,3,,,,"	01",1823,
31,1117,20,40100,5,1,"	01","	072","	00385",1,2,67,31,10,1950,7,5,3,,,"	01",1823,
31,1117,20,40100,5,1,"	02","	072","	00385",3,2,29,8,8,1988,7,5,3,1,,"	01",1823,3646
31,1117,20,40100,5,1,"	03","	072","	00385",4,1,4,13,9,2013,,,,,,"	01",1823,
31,1117,20,40100,5,1,"	04","	072","	00385",4,2,9,3,7,2008,2,3,,,,"	01",1823,
31,1117,20,40100,2,1,"	01","	072","	00385",1,1,46,5,4,1971,2,6,,,,"	01",1823,
31,1117,20,40100,2,1,"	02","	072","	00385",2,2,37,19,12,1979,2,6,,,,"	01",1823,
31,1117,20,40100,2,1,"	03","	072","	00385",3,2,16,11,12,2000,3,3,,,,"	01",1823,
31,1117,20,40100,2,1,"	04","	072","	00385",3,1,8,29,11,2008,2,2,,,,"	01",1823,
31,1117,20,40100,4,1,"	01","	072","	00385",1,1,53,3,5,1964,7,1,3,,,"	01",1823,
31,1117,20,40100,4,1,"	02","	072","	00385",2,2,51,6,5,1966,6,3,2,,,"	01",1823,
31,1117,20,40100,4,1,"	03","	072","	00385",3,1,19,19,9,1998,4,3,,1,,"	01",1823,5469
31,1117,20,40100,3,1,"	01","	072","	00385",1,1,45,15,2,1972,3,3,,,,"	03",,
31,1117,20,40100,3,1,"	02","	072","	00385",2,2,50,18,4,1967,3,3,,1,,"	03",,
31,1117,20,40100,1,1,"	01","	072","	00385",1,2,78,20,6,1939,2,2,,1,,"	01",1823,1823
31,1117,20,40102,4,1,"	01","	072","	00386",1,2,42,8,5,1975,2,6,,1,,"	01",2020,4040
31,1117,20,40102,4,1,"	02","	072","	00386",2,1,56,3,3,1961,3,1,,,,"	01",2020,
31,1117,20,40102,4,1,"	03","	072","	00386",3,1,10,30,11,2006,2,4,,,,"	01",2020,
31,1117,20,40102,1,1,"	01","	072","	00386",1,2,46,13,2,1971,2,6,,,,"	01",2020,
31,1117,20,40102,1,1,"	02","	072","	00386",4,1,29,11,11,1988,3,3,,1,,"	01",2020,6060
31,1117,20,40102,5,1,"	02","	072","	00386",3,2,71,10,9,1946,3,3,,1,,"	01",2020,4040
31,1117,20,40102,2,1,"	01","	072","	00386",1,1,42,5,7,1975,3,3,,,,"	01",2020,
31,1117,20,40102,2,1,"	02","	072","	00386",2,2,40,28,4,1977,3,3,,1,,"	01",2020,6060
31,1117,20,40102,2,1,"	03","	072","	00386",3,1,13,18,7,2004,3,1,,,,"	01",2020,
31,1117,20,40102,2,1,"	04","	072","	00386",3,2,18,24,10,1999,4,1,,,,"	01",2020,
31,1117,20,40102,5,1,"	01","	072","	00386",1,2,92,12,4,1925,2,1,,,,"	01",2020,
31,1117,20,40102,1,1,"	03","	072","	00386",3,2,26,7,6,1991,7,4,3,,,"	01",2020,
31,1117,20,40134,2,1,"	01","	072","	00387",1,1,22,13,12,1994,2,6,,1,,"	01",1691,3382
31,1117,20,40134,2,1,"	02","	072","	00387",2,2,24,6,9,1993,3,3,,,,"	01",1691,
31,1117,20,40134,2,1,"	03","	072","	00387",3,1,4,16,8,2013,,,,,,"	01",1691,
31,1117,20,40134,4,1,"	02","	072","	00387",4,2,68,23,4,1949,,,,,,"	01",1691,
31,1117,20,40134,5,1,"	01","	072","	00387",1,2,38,28,2,1979,7,5,3,1,,"	01",1691,1691
31,1117,20,40134,5,1,"	02","	072","	00387",3,1,15,7,3,2002,3,3,,,,"	01",1691,
31,1117,20,40134,5,1,"	03","	072","	00387",3,1,12,9,4,2005,2,5,,,,"	01",1691,
31,1117,20,40134,3,1,"	01","	072","	00387",1,1,60,4,10,1957,2,6,,1,,"	01",1691,5073
31,1117,20,40134,3,1,"	02","	072","	00387",2,2,55,4,2,1962,,,,,,"	01",1691,
31,1117,20,40134,3,1,"	03","	072","	00387",3,2,18,19,5,1999,3,3,,,,"	01",1691,
31,1117,20,40134,3,1,"	04","	072","	00387",4,2,14,27,8,2003,3,2,,,,"	01",1691,
31,1117,20,40134,3,1,"	05","	072","	00387",4,2,1,23,4,2016,,,,,,"	01",1691,
31,1117,20,40134,4,1,"	01","	072","	00387",1,1,35,12,2,1982,3,3,,1,,"	01",1691,3382
31,1117,20,40134,1,1,"	01","	072","	00387",1,1,63,21,8,1954,3,3,,,,"	01",1691,
31,1117,20,40134,1,1,"	02","	072","	00387",2,2,52,4,8,1965,2,2,,,,"	01",1691,
31,1117,20,40134,1,1,"	03","	072","	00387",3,2,26,4,11,1991,3,3,,1,,"	01",1691,5073
31,1117,20,40134,1,1,"	04","	072","	00387",4,1,8,6,12,2008,2,2,,,,"	01",1691,
31,1117,20,40136,2,1,"	01","	072","	00388",1,2,50,9,6,1967,3,3,,1,,"	01",1718,5154
31,1117,20,40136,4,1,"	02","	072","	00388",3,2,7,16,3,2010,2,1,,,,"	01",1718,
31,1117,20,40136,2,1,"	03","	072","	00388",3,2,21,3,3,1996,4,3,,,,"	01",1718,
31,1117,20,40136,2,1,"	04","	072","	00388",3,1,17,12,6,2000,4,1,,,,"	01",1718,
31,1117,20,40136,2,1,"	05","	072","	00388",4,2,2,14,10,2015,,,,,,"	01",1718,
31,1117,20,40136,5,1,"	01","	072","	00388",1,1,34,1,4,1983,,,,1,,"	01",1718,3436
31,1117,20,40136,5,1,"	02","	072","	00388",2,2,33,8,4,1984,3,2,,,,"	01",1718,
31,1117,20,40136,5,1,"	03","	072","	00388",3,1,16,16,7,2001,3,2,,,,"	01",1718,
31,1117,20,40136,5,1,"	04","	072","	00388",3,1,11,12,1,2006,2,3,,,,"	01",1718,
31,1117,20,40136,5,1,"	05","	072","	00388",3,2,10,16,3,2007,2,2,,,,"	01",1718,
31,1117,20,40136,5,1,"	06","	072","	00388",3,1,7,26,11,2009,2,1,,,,"	01",1718,
31,1117,20,40136,1,1,"	02","	072","	00388",3,1,26,26,10,1991,4,1,,1,,"	01",1718,6872
31,1117,20,40136,1,1,"	03","	072","	00388",2,2,58,10,9,1959,,,,,,"	01",1718,
31,1117,20,40136,1,1,"	04","	072","	00388",3,2,25,25,6,1992,3,3,,,,"	01",1718,
31,1117,20,40136,1,1,"	01","	072","	00388",1,1,59,6,1,1958,3,3,,,,"	01",1718,
31,1117,20,40136,3,1,"	01","	072","	00388",1,1,31,3,7,1986,4,3,,,,"	01",1718,
31,1117,20,40136,3,1,"	02","	072","	00388",2,2,31,20,9,1986,7,2,3,1,,"	01",1718,3436
31,1117,20,40136,3,1,"	03","	072","	00388",3,1,5,2,3,2012,1,2,,,,"	01",1718,
31,1117,20,40136,3,1,"	04","	072","	00388",3,1,2,15,4,2015,,,,,,"	01",1718,
31,1117,20,40136,4,1,"	01","	072","	00388",1,2,49,26,4,1968,2,6,,1,,"	01",1718,1718
31,1117,20,40136,2,1,"	02","	072","	00388",4,2,52,1,3,1965,4,3,,,,"	01",1718,
31,1117,20,40140,4,1,"	07","	072","	00389",4,1,6,8,2,2011,1,3,,,,"	01",1756,
31,1117,20,40140,2,1,"	03","	072","	00389",3,1,25,23,5,1992,3,3,,,,"	01",1756,
31,1117,20,40140,2,1,"	02","	072","	00389",2,1,76,22,8,1941,2,6,,,,"	01",1756,
31,1117,20,40140,2,1,"	01","	072","	00389",1,2,56,13,7,1961,2,1,,1,,"	01",1756,5268
31,1117,20,40140,1,1,"	06","	072","	00389",3,2,15,1,10,2002,3,3,,,,"	01",1756,
31,1117,20,40140,1,1,"	05","	072","	00389",3,2,18,21,6,1999,6,3,3,1,,"	01",1756,8780
31,1117,20,40140,1,1,"	04","	072","	00389",3,1,22,12,3,1995,4,3,,,,"	01",1756,
31,1117,20,40140,1,1,"	03","	072","	00389",3,1,25,7,8,1992,4,3,,,,"	01",1756,
31,1117,20,40140,1,1,"	02","	072","	00389",2,2,40,18,6,1977,3,3,,,,"	01",1756,
31,1117,20,40140,1,1,"	01","	072","	00389",1,1,44,28,12,1972,3,3,,,,"	01",1756,
31,1117,20,40140,5,1,"	01","	072","	00389",1,2,51,1,11,1966,3,3,,1,,"	01",1756,1756
31,1117,20,40140,4,1,"	09","	072","	00389",4,2,1,13,1,2016,,,,,,"	01",1756,
31,1117,20,40140,4,1,"	08","	072","	00389",4,2,5,7,11,2012,1,3,,,,"	01",1756,
31,1117,20,40140,3,1,"	01","	072","	00389",1,2,69,13,6,1948,2,6,,,,"	01",1756,
31,1117,20,40140,3,1,"	02","	072","	00389",3,1,40,9,6,1977,3,3,,1,,"	01",1756,5268
31,1117,20,40140,3,1,"	03","	072","	00389",3,1,44,16,7,1973,4,3,,,,"	01",1756,
31,1117,20,40140,4,1,"	01","	072","	00389",1,1,58,29,8,1959,2,2,,,,"	01",1756,
31,1117,20,40140,4,1,"	02","	072","	00389",2,2,55,7,7,1962,2,6,,,,"	01",1756,
31,1117,20,40140,4,1,"	03","	072","	00389",3,1,29,1,4,1988,4,3,,,,"	01",1756,
31,1117,20,40140,4,1,"	04","	072","	00389",3,2,27,6,6,1990,4,3,,,,"	01",1756,
31,1117,20,40140,4,1,"	05","	072","	00389",3,2,25,9,7,1992,2,6,,,,"	01",1756,
31,1117,20,40140,4,1,"	06","	072","	00389",4,2,25,29,11,1991,4,3,,1,,"	01",1756,10536
31,1117,20,40142,2,1,"	04","	073","	00390",2,2,51,15,2,1966,4,3,,,,"	01",1660,
31,1117,20,40142,2,1,"	03","	073","	00390",3,2,21,8,11,1996,7,4,3,,,"	01",1660,
31,1117,20,40142,4,1,"	03","	073","	00390",3,1,35,13,7,1982,7,5,3,,,"	01",1660,
31,1117,20,40142,2,1,"	02","	073","	00390",3,1,29,7,1,1988,7,4,3,,,"	01",1660,
31,1117,20,40142,2,1,"	01","	073","	00390",1,1,52,8,11,1965,4,3,,1,,"	01",1660,6640
31,1117,20,40142,4,1,"	02","	073","	00390",3,1,25,25,9,1992,7,5,3,1,,"	01",1660,4980
31,1117,20,40142,5,1,"	01","	073","	00390",1,1,37,11,5,1980,4,3,,,,"	01",1660,
31,1117,20,40142,5,1,"	07","	073","	00390",4,2,6,4,4,2011,1,3,,,,"	01",1660,
31,1117,20,40142,5,1,"	06","	073","	00390",4,2,10,23,8,2007,2,4,,,,"	01",1660,
31,1117,20,40142,5,1,"	05","	073","	00390",4,2,12,6,5,2005,2,5,,,,"	01",1660,
31,1117,20,40142,5,1,"	04","	073","	00390",4,2,29,8,8,1988,7,4,3,1,,"	01",1660,6640
31,1117,20,40142,5,1,"	03","	073","	00390",4,1,31,6,6,1986,4,3,,,1,"	01",1660,
31,1117,20,40142,5,1,"	02","	073","	00390",4,1,35,10,2,1982,7,5,3,,,"	01",1660,
31,1117,20,40142,4,1,"	01","	073","	00390",1,1,60,7,10,1957,3,3,,,,"	01",1660,
31,1117,20,40152,1,1,"	01","	072","	00391",1,2,23,12,4,1994,6,4,3,1,,"	01",1489,1489
31,1117,20,40152,2,1,"	01","	072","	00391",1,2,47,26,8,1970,4,3,,,,"	01",1489,
31,1117,20,40152,2,1,"	02","	072","	00391",3,1,25,4,7,1992,7,3,3,1,,"	01",1489,2978
31,1117,20,40152,2,1,"	03","	072","	00391",3,1,17,4,2,2000,4,2,,,,"	01",1489,
31,1117,20,40152,5,1,"	01","	072","	00391",1,2,75,13,8,1942,,,,1,,"	01",1489,1489
31,1117,20,40152,3,1,"	02","	072","	00391",4,2,87,13,11,1930,,,,,,"	01",1489,
31,1117,20,40152,4,1,"	01","	072","	00391",1,1,56,14,2,1961,6,4,3,,,"	01",1489,
31,1117,20,40152,4,1,"	02","	072","	00391",4,1,27,10,8,1990,4,3,,,,"	01",1489,
31,1117,20,40152,4,1,"	03","	072","	00391",3,2,26,11,1,1991,7,4,3,1,,"	01",1489,4467
31,1117,20,40152,3,1,"	01","	072","	00391",1,2,68,25,3,1949,6,3,2,1,,"	01",1489,2978
31,1117,20,40164,3,1,"	01","	073","	00392",1,2,53,8,11,1964,7,4,3,1,,"	01",1405,4215
31,1117,20,40164,3,1,"	02","	073","	00392",3,2,33,6,7,1984,7,7,3,,1,"	01",1405,
31,1117,20,40164,3,1,"	03","	073","	00392",3,2,28,8,11,1989,7,4,3,,1,"	01",1405,
31,1117,20,40164,3,1,"	04","	073","	00392",4,2,7,9,8,2010,2,1,,,,"	01",1405,
31,1117,20,40164,1,1,"	01","	073","	00392",1,2,44,11,12,1972,7,4,3,1,,"	01",1405,2810
31,1117,20,40164,1,1,"	02","	073","	00392",3,2,20,11,11,1997,4,3,,,,"	01",1405,
31,1117,20,40164,4,1,"	02","	073","	00392",2,2,72,6,7,1945,2,6,,1,,"	01",1405,2810
31,1117,20,40164,2,1,"	01","	073","	00392",1,1,52,25,5,1965,4,3,,,,"	01",1405,
31,1117,20,40164,2,1,"	02","	073","	00392",2,2,50,26,3,1967,2,6,,1,,"	01",1405,2810
31,1117,20,40164,5,1,"	01","	073","	00392",1,1,61,6,9,1956,7,4,3,1,,"	01",1405,2810
31,1117,20,40164,5,1,"	02","	073","	00392",2,2,59,3,11,1958,3,3,,,,"	01",1405,
31,1117,20,40164,4,1,"	01","	073","	00392",1,1,72,22,8,1945,2,6,,,,"	01",1405,
31,1117,20,40164,1,1,"	03","	073","	00392",3,2,14,12,12,2002,3,2,,,,"	01",1405,
31,1117,20,40222,2,1,"	01","	073","	00393",1,1,67,7,11,1950,3,3,,,,"	01",1644,
31,1117,20,40222,1,1,"	03","	073","	00393",3,1,11,19,8,2006,2,4,,,,"	01",1644,
31,1117,20,40222,2,1,"	03","	073","	00393",3,2,32,26,10,1985,6,1,2,,,"	01",1644,
31,1117,20,40222,2,1,"	04","	073","	00393",3,2,20,9,5,1997,4,2,,,,"	01",1644,
31,1117,20,40222,2,1,"	05","	073","	00393",4,1,16,7,11,2001,3,3,,,,"	01",1644,
31,1117,20,40222,1,1,"	04","	073","	00393",3,2,7,7,11,2010,2,1,,,,"	01",1644,
31,1117,20,40222,4,1,"	01","	073","	00393",1,1,72,3,4,1945,6,4,3,,1,"	01",1644,
31,1117,20,40222,4,1,"	02","	073","	00393",2,2,67,22,5,1950,4,3,,1,,"	01",1644,3288
31,1117,20,40222,5,1,"	01","	073","	00393",1,1,40,31,1,1977,7,5,3,1,,"	01",1644,3288
31,1117,20,40222,5,1,"	02","	073","	00393",2,2,32,4,9,1985,7,4,3,,,"	01",1644,
31,1117,20,40222,5,1,"	03","	073","	00393",3,1,7,4,12,2009,2,2,,,,"	01",1644,
31,1117,20,40222,5,1,"	04","	073","	00393",3,1,6,7,11,2011,1,3,,,,"	01",1644,
31,1117,20,40222,3,1,"	03","	073","	00393",3,2,5,15,2,2012,1,2,,,,"	01",1644,
31,1117,20,40222,3,1,"	01","	073","	00393",1,1,34,9,1,1983,7,4,3,1,,"	01",1644,3288
31,1117,20,40222,3,1,"	02","	073","	00393",2,2,32,28,8,1985,9,2,4,,1,"	01",1644,
31,1117,20,40222,2,1,"	08","	073","	00393",3,2,44,7,11,1973,3,3,,,,"	01",1644,
31,1117,20,40222,2,1,"	07","	073","	00393",3,1,21,8,5,1996,4,3,,,,"	01",1644,
31,1117,20,40222,2,1,"	06","	073","	00393",4,1,3,7,11,2014,,,,,,"	01",1644,
31,1117,20,40222,1,1,"	01","	073","	00393",1,1,33,27,1,1984,7,5,3,1,,"	01",1644,3288
31,1117,20,40222,1,1,"	02","	073","	00393",2,2,29,23,1,1988,4,3,,,,"	01",1644,
31,1117,20,40222,2,1,"	02","	073","	00393",2,2,66,7,11,1951,6,3,2,1,,"	01",1644,9864
31,1117,20,40254,1,1,"	03","	073","	00394",3,2,37,28,8,1980,7,3,3,,,"	01",1837,
31,1117,20,40254,1,1,"	02","	073","	00394",2,2,54,9,1,1963,4,3,,,,"	01",1837,
31,1117,20,40254,1,1,"	01","	073","	00394",1,1,60,8,11,1957,4,3,,1,,"	01",1837,5511
31,1117,20,40254,5,1,"	02","	073","	00394",3,2,34,3,9,1983,9,2,4,1,,"	01",1837,3674
31,1117,20,40254,5,1,"	01","	073","	00394",1,2,66,8,7,1951,3,3,,,,"	01",1837,
31,1117,20,40254,2,1,"	01","	073","	00394",1,1,53,10,8,1964,7,5,3,1,,"	01",1837,3674
31,1117,20,40254,2,1,"	02","	073","	00394",4,1,25,15,2,1992,4,3,,,1,"	01",1837,
31,1117,20,40254,3,1,"	02","	073","	00394",2,2,57,23,9,1960,4,3,,1,,"	01",1837,3674
31,1117,20,40254,3,1,"	01","	073","	00394",1,1,68,19,11,1948,7,5,3,,,"	01",1837,
31,1117,20,40254,4,1,"	02","	073","	00394",3,2,47,7,2,1970,3,2,,1,,"	01",1837,3674
31,1117,20,40254,4,1,"	01","	073","	00394",1,2,89,15,7,1928,,,,,,"	01",1837,
31,1117,20,40278,1,1,"	01","	073","	00395",1,1,42,18,3,1975,10,3,5,1,,"	01",1422,1422
31,1117,20,40278,2,1,"	01","	073","	00395",1,1,44,1,4,1973,4,3,,,,"	01",1422,
31,1117,20,40278,5,1,"	05","	073","	00395",3,2,8,11,11,2009,2,2,,,,"	01",1422,
31,1117,20,40278,5,1,"	04","	073","	00395",3,2,11,27,1,2006,2,5,,,,"	01",1422,
31,1117,20,40278,2,1,"	02","	073","	00395",2,2,39,30,4,1978,7,5,3,1,,"	01",1422,2844
31,1117,20,40278,2,1,"	03","	073","	00395",3,2,6,8,11,2011,1,3,,,,"	01",1422,
31,1117,20,40278,3,1,"	01","	073","	00395",1,1,50,1,1,1967,2,6,,,,"	01",1422,
31,1117,20,40278,3,1,"	02","	073","	00395",2,2,54,10,11,1963,7,5,3,1,,"	01",1422,2844
31,1117,20,40278,5,1,"	01","	073","	00395",1,1,48,13,8,1969,7,5,3,1,,"	01",1422,2844
31,1117,20,40278,5,1,"	02","	073","	00395",2,2,37,17,7,1980,5,5,3,,,"	01",1422,
31,1117,20,40278,5,1,"	03","	073","	00395",3,1,16,12,10,2001,3,3,,,,"	01",1422,
31,1117,20,40278,4,1,"	03","	073","	00395",4,1,20,17,3,1997,4,3,,1,,"	01",1422,4266
31,1117,20,40278,4,1,"	02","	073","	00395",2,2,28,17,8,1989,7,4,3,,,"	01",1422,
31,1117,20,40278,4,1,"	01","	073","	00395",1,1,28,7,8,1989,7,5,3,,,"	01",1422,
31,1117,20,40287,3,1,"	02","	072","	00396",4,1,22,1,12,1994,4,3,,,,"	01",1713,
31,1117,20,40287,5,1,"	01","	072","	00396",1,1,41,6,12,1975,7,6,3,1,,"	01",1713,3426
31,1117,20,40287,4,1,"	01","	072","	00396",1,1,52,23,5,1965,7,5,3,1,,"	01",1713,1713
31,1117,20,40287,2,1,"	01","	072","	00396",1,1,53,2,10,1964,2,6,,,,"	01",1713,
31,1117,20,40287,3,1,"	03","	072","	00396",4,2,24,18,7,1993,4,3,,,,"	01",1713,
31,1117,20,40287,3,1,"	04","	072","	00396",4,2,22,27,8,1995,4,3,,,,"	01",1713,
31,1117,20,40287,5,1,"	02","	072","	00396",2,2,48,10,7,1969,4,3,,,,"	01",1713,
31,1117,20,40287,2,1,"	07","	072","	00396",4,2,9,22,2,2008,2,2,,,,"	01",1713,
31,1117,20,40287,2,1,"	06","	072","	00396",4,2,12,21,11,2004,2,5,,,,"	01",1713,
31,1117,20,40287,2,1,"	05","	072","	00396",4,2,17,15,3,2000,3,3,,,,"	01",1713,
31,1117,20,40287,2,1,"	04","	072","	00396",2,2,25,3,5,1992,4,3,,,,"	01",1713,
31,1117,20,40287,2,1,"	03","	072","	00396",3,2,29,15,3,1988,2,6,,1,,"	01",1713,6852
31,1117,20,40287,2,1,"	02","	072","	00396",4,1,37,1,11,1980,3,2,,,,"	01",1713,
31,1117,20,40287,1,1,"	03","	072","	00396",3,1,40,19,12,1976,3,3,,,,"	01",1713,
31,1117,20,40287,1,1,"	02","	072","	00396",2,2,64,10,5,1953,2,1,,1,,"	01",1713,5139
31,1117,20,40287,1,1,"	01","	072","	00396",1,1,72,14,11,1944,2,6,,,,"	01",1713,
31,1117,20,40287,3,1,"	01","	072","	00396",1,1,31,3,10,1986,7,4,3,1,,"	01",1713,6852
31,1117,20,40298,1,1,"	02","	073","	00397",2,2,39,13,1,1978,4,3,,,,"	01",1931,
31,1117,20,40298,1,1,"	03","	073","	00397",3,1,19,3,6,1998,4,3,,1,,"	01",1931,5793
31,1117,20,40298,1,1,"	04","	073","	00397",3,2,12,9,8,2005,3,3,,,,"	01",1931,
31,1117,20,40298,1,1,"	05","	073","	00397",3,1,11,6,10,2006,2,5,,,,"	01",1931,
31,1117,20,40298,2,1,"	01","	073","	00397",1,2,52,17,4,1965,3,3,,,1,"	01",1931,
31,1117,20,40298,5,1,"	01","	073","	00397",1,2,67,16,3,1950,7,5,3,,,"	03",,
31,1117,20,40298,5,1,"	02","	073","	00397",3,2,39,28,2,1978,7,5,3,1,,"	03",,
31,1117,20,40298,5,1,"	03","	073","	00397",3,1,17,16,3,2000,4,2,,,,"	03",,
31,1117,20,40298,5,1,"	04","	073","	00397",4,1,18,16,1,1999,4,2,,,,"	03",,
31,1117,20,40298,5,1,"	05","	073","	00397",4,2,9,30,7,2008,2,2,,,,"	03",,
31,1117,20,40298,3,1,"	01","	073","	00397",1,1,48,23,10,1969,7,5,3,,1,"	01",1931,
31,1117,20,40298,3,1,"	02","	073","	00397",2,2,44,1,7,1973,3,3,,1,,"	01",1931,3862
31,1117,20,40298,3,1,"	03","	073","	00397",3,1,11,20,3,2006,2,3,,,,"	01",1931,
31,1117,20,40298,3,1,"	04","	073","	00397",3,1,2,24,11,2015,,,,,,"	01",1931,
31,1117,20,40298,2,1,"	02","	073","	00397",3,1,32,21,10,1985,7,4,3,1,,"	01",1931,3862
31,1117,20,40298,4,1,"	01","	073","	00397",1,2,47,27,4,1970,7,5,3,1,,"	01",1931,1931
31,1117,20,40298,4,1,"	02","	073","	00397",3,1,11,5,3,2006,2,5,,,,"	01",1931,
31,1117,20,40298,1,1,"	01","	073","	00397",1,1,37,15,1,1980,4,3,,,,"	01",1931,
31,1117,20,40313,2,1,"	03","	072","	00398",3,2,17,17,9,2000,3,3,,,,"	01",2004,
31,1117,20,40313,4,1,"	05","	072","	00398",3,2,14,10,5,2003,2,5,,,,"	01",2004,
31,1117,20,40313,3,1,"	03","	072","	00398",3,2,19,5,11,1998,4,3,,,,"	01",2004,
31,1117,20,40313,3,1,"	02","	072","	00398",2,2,43,23,12,1973,3,3,,1,,"	01",2004,6012
31,1117,20,40313,3,1,"	01","	072","	00398",1,1,43,4,5,1974,7,5,3,,,"	01",2004,
31,1117,20,40313,5,1,"	03","	072","	00398",3,1,20,3,6,1997,4,3,,1,,"	01",2004,4008
31,1117,20,40313,5,1,"	02","	072","	00398",3,1,15,13,4,2002,3,3,,,,"	01",2004,
31,1117,20,40313,5,1,"	01","	072","	00398",1,2,45,16,10,1972,7,5,3,,,"	01",2004,
31,1117,20,40313,3,1,"	05","	072","	00398",3,1,10,11,9,2007,2,4,,,,"	01",2004,
31,1117,20,40313,2,1,"	02","	072","	00398",2,1,52,2,7,1965,2,3,,1,,"	01",2004,4008
31,1117,20,40313,2,1,"	01","	072","	00398",1,2,47,5,9,1970,3,3,,,,"	01",2004,
31,1117,20,40313,4,1,"	01","	072","	00398",1,2,38,18,7,1979,3,3,,,,"	01",2004,
31,1117,20,40313,4,1,"	02","	072","	00398",2,1,40,25,12,1976,2,3,,,,"	01",2004,
31,1117,20,40313,4,1,"	03","	072","	00398",3,2,18,31,5,1999,3,2,,1,,"	01",2004,6012
31,1117,20,40313,4,1,"	04","	072","	00398",3,1,16,31,1,2001,2,6,,,,"	01",2004,
31,1117,20,40313,3,1,"	04","	072","	00398",3,2,11,2,12,2005,2,3,,,,"	01",2004,
31,1117,20,40327,5,1,"	01","	072","	00399",1,2,61,7,4,1956,6,3,2,1,,"	01",1718,3436
31,1117,20,40327,2,1,"	04","	072","	00399",4,2,11,5,11,2006,2,5,,,,"	01",1718,
31,1117,20,40327,2,1,"	03","	072","	00399",3,1,26,9,11,1991,4,1,,,,"	01",1718,
31,1117,20,40327,2,1,"	02","	072","	00399",2,2,52,16,2,1965,2,5,,1,,"	01",1718,5154
31,1117,20,40327,2,1,"	01","	072","	00399",1,1,54,9,11,1963,,,,,,"	01",1718,
31,1117,20,40327,5,1,"	02","	072","	00399",4,2,82,24,9,1935,2,3,,,,"	01",1718,
31,1117,20,40327,1,1,"	04","	072","	00399",4,2,2,2,4,2015,,,,,,"	01",1718,
31,1117,20,40327,1,1,"	03","	072","	00399",3,2,29,12,3,1988,7,4,3,,,"	01",1718,
31,1117,20,40327,1,1,"	02","	072","	00399",4,1,30,12,11,1987,7,9,3,1,,"	01",1718,5154
31,1117,20,40327,1,1,"	01","	072","	00399",1,2,56,15,10,1961,2,6,,,,"	01",1718,
31,1117,20,40327,4,1,"	01","	072","	00399",1,2,70,9,5,1947,3,3,,1,,"	01",1718,1718
31,1117,20,40327,3,1,"	01","	072","	00399",1,1,82,28,10,1935,7,5,3,1,,"	01",1718,1718
"	04",1117,21,40017,2,1,"	03","	010","	00400",3,1,2,10,8,2015,,,,,,"	01",5497,
"	04",1117,21,40017,3,1,"	01","	010","	00400",1,2,56,2,8,1961,2,6,,,,"	01",5497,
"	04",1117,21,40017,2,1,"	01","	010","	00400",1,1,39,26,4,1978,2,6,,1,,"	01",5497,10994
"	04",1117,21,40017,4,1,"	01","	010","	00400",1,2,50,12,11,1967,2,6,,1,,"	01",5497,5497
"	04",1117,21,40017,5,1,"	03","	010","	00400",4,1,46,19,2,1971,7,5,3,,,"	01",5497,
"	04",1117,21,40017,5,1,"	02","	010","	00400",4,1,48,8,8,1969,3,3,,,,"	01",5497,
"	04",1117,21,40017,5,1,"	01","	010","	00400",1,2,55,7,11,1962,2,6,,1,,"	01",5497,16491
"	04",1117,21,40017,3,1,"	06","	010","	00400",4,2,7,10,8,2010,2,1,,,,"	01",5497,
"	04",1117,21,40017,3,1,"	05","	010","	00400",4,2,8,20,9,2009,2,2,,,,"	01",5497,
"	04",1117,21,40017,3,1,"	04","	010","	00400",4,1,14,22,11,2002,3,1,,,,"	01",5497,
"	04",1117,21,40017,3,1,"	03","	010","	00400",3,2,35,15,12,1981,6,3,3,1,,"	01",5497,16491
"	04",1117,21,40017,3,1,"	02","	010","	00400",3,1,25,25,11,1991,7,5,3,,,"	01",5497,
"	04",1117,21,40017,1,1,"	01","	010","	00400",1,2,64,19,5,1953,9,2,4,1,,"	01",5497,10994
"	04",1117,21,40017,1,1,"	02","	010","	00400",3,1,34,23,5,1983,7,4,3,,,"	01",5497,
"	04",1117,21,40017,2,1,"	02","	010","	00400",2,2,36,14,11,1981,7,5,3,,1,"	01",5497,
"	04",1117,21,40056,5,1,"	04","	011","	00401",3,1,21,1,5,1996,7,1,3,,,"	01",6097,
"	04",1117,21,40056,5,1,"	05","	011","	00401",3,2,7,25,9,2010,,,,,,"	01",6097,
"	04",1117,21,40056,5,1,"	03","	011","	00401",3,1,24,11,10,1993,4,2,,,,"	01",6097,
"	04",1117,21,40056,1,1,"	02","	011","	00401",4,2,19,26,3,1998,4,3,,,,"	01",6097,
"	04",1117,21,40056,1,1,"	01","	011","	00401",1,1,30,24,9,1987,7,5,3,1,,"	01",6097,12194
"	04",1117,21,40056,5,1,"	02","	011","	00401",2,2,47,1,5,1970,3,3,,,,"	01",6097,
"	04",1117,21,40056,5,1,"	01","	011","	00401",1,1,50,20,11,1967,2,3,,1,,"	01",6097,24388
